Unnamed: 0,property_id,check_in_date,room_category,successful_bookings,capacity,vacantrooms
3902,19562,09-Jun-22,RT1,17,30,13
3922,19559,09-Jun-22,RT1,12,24,12
3923,19561,09-Jun-22,RT1,19,36,17
3925,19562,09-Jun-22,RT2,13,23,10
3935,19559,09-Jun-22,RT2,22,41,19
3948,19561,09-Jun-22,RT2,24,45,21
3951,19562,09-Jun-22,RT3,15,29,14
3952,19561,09-Jun-22,RT3,14,29,15
3956,19559,09-Jun-22,RT3,14,27,13
3975,19559,09-Jun-22,RT4,2,3,1
3976,19561,09-Jun-22,RT4,4,7,3
3985,19562,09-Jun-22,RT4,10,14,4
4001,19562,10-Jun-22,RT1,19,30,11
4021,19559,10-Jun-22,RT1,12,24,12
4022,19561,10-Jun-22,RT1,18,36,18
4024,19562,10-Jun-22,RT2,15,23,8
4034,19559,10-Jun-22,RT2,23,41,18
4047,19561,10-Jun-22,RT2,23,45,22
4051,19562,10-Jun-22,RT3,17,29,12
4052,19561,10-Jun-22,RT3,15,29,14
4056,19559,10-Jun-22,RT3,14,27,13
4078,19561,10-Jun-22,RT4,4,7,3
4082,19559,10-Jun-22,RT4,1,3,2
4088,19562,10-Jun-22,RT4,10,14,4
4102,19562,11-Jun-22,RT1,27,30,3
4122,19559,11-Jun-22,RT1,18,24,6
4123,19561,11-Jun-22,RT1,28,36,8
4125,19562,11-Jun-22,RT2,23,23,0
4135,19559,11-Jun-22,RT2,30,41,11
4148,19561,11-Jun-22,RT2,35,45,10
4151,19562,11-Jun-22,RT3,26,29,3
4152,19561,11-Jun-22,RT3,22,29,7
4156,19559,11-Jun-22,RT3,21,27,6
4175,19559,11-Jun-22,RT4,2,3,1
4182,19561,11-Jun-22,RT4,5,7,2
4192,19562,11-Jun-22,RT4,14,14,0
4203,19562,12-Jun-22,RT1,26,30,4
4223,19559,12-Jun-22,RT1,16,24,8
4224,19561,12-Jun-22,RT1,28,36,8
4226,19562,12-Jun-22,RT2,21,23,2
4236,19559,12-Jun-22,RT2,28,41,13
4249,19561,12-Jun-22,RT2,35,45,10
4251,19562,12-Jun-22,RT3,25,29,4
4252,19561,12-Jun-22,RT3,21,29,8
4256,19559,12-Jun-22,RT3,20,27,7
4275,19559,12-Jun-22,RT4,2,3,1
4282,19561,12-Jun-22,RT4,5,7,2
4292,19562,12-Jun-22,RT4,12,14,2
4302,19562,13-Jun-22,RT1,19,30,11
4322,19559,13-Jun-22,RT1,13,24,11
4323,19561,13-Jun-22,RT1,19,36,17
4325,19562,13-Jun-22,RT2,13,23,10
4335,19559,13-Jun-22,RT2,21,41,20
4348,19561,13-Jun-22,RT2,22,45,23
4351,19562,13-Jun-22,RT3,19,29,10
4352,19561,13-Jun-22,RT3,16,29,13
4356,19559,13-Jun-22,RT3,13,27,14
4377,19561,13-Jun-22,RT4,4,7,3
4382,19559,13-Jun-22,RT4,1,3,2
4387,19562,13-Jun-22,RT4,8,14,6
4402,19562,14-Jun-22,RT1,20,30,10
4422,19559,14-Jun-22,RT1,13,24,11
4423,19561,14-Jun-22,RT1,19,36,17
4425,19562,14-Jun-22,RT2,13,23,10
4435,19559,14-Jun-22,RT2,19,41,22
4448,19561,14-Jun-22,RT2,24,45,21
4451,19562,14-Jun-22,RT3,16,29,13
4452,19561,14-Jun-22,RT3,15,29,14
4456,19559,14-Jun-22,RT3,15,27,12
4480,19559,14-Jun-22,RT4,1,3,2
4486,19562,14-Jun-22,RT4,8,14,6
4498,19561,14-Jun-22,RT4,3,7,4
4502,19562,15-Jun-22,RT1,19,30,11
4522,19559,15-Jun-22,RT1,12,24,12
4523,19561,15-Jun-22,RT1,18,36,18
4525,19562,15-Jun-22,RT2,14,23,9
4535,19559,15-Jun-22,RT2,19,41,22
4548,19561,15-Jun-22,RT2,22,45,23
4551,19562,15-Jun-22,RT3,19,29,10
4552,19561,15-Jun-22,RT3,15,29,14
4556,19559,15-Jun-22,RT3,13,27,14
4580,19561,15-Jun-22,RT4,4,7,3
4584,19559,15-Jun-22,RT4,1,3,2
4590,19562,15-Jun-22,RT4,8,14,6
4602,19562,16-Jun-22,RT1,20,30,10
4622,19559,16-Jun-22,RT1,12,24,12
4623,19561,16-Jun-22,RT1,18,36,18
4625,19562,16-Jun-22,RT2,14,23,9
4635,19559,16-Jun-22,RT2,21,41,20
4648,19561,16-Jun-22,RT2,21,45,24
4651,19562,16-Jun-22,RT3,17,29,12
4652,19561,16-Jun-22,RT3,13,29,16
4656,19559,16-Jun-22,RT3,12,27,15
4678,19561,16-Jun-22,RT4,4,7,3
4682,19559,16-Jun-22,RT4,1,3,2
4688,19562,16-Jun-22,RT4,10,14,4
4702,19562,17-Jun-22,RT1,18,30,12
4722,19559,17-Jun-22,RT1,13,24,11
4723,19561,17-Jun-22,RT1,18,36,18
4725,19562,17-Jun-22,RT2,15,23,8
4735,19559,17-Jun-22,RT2,20,41,21
4748,19561,17-Jun-22,RT2,24,45,21
4751,19562,17-Jun-22,RT3,16,29,13
4752,19561,17-Jun-22,RT3,14,29,15
4756,19559,17-Jun-22,RT3,15,27,12
4780,19559,17-Jun-22,RT4,1,3,2
4786,19562,17-Jun-22,RT4,10,14,4
4798,19561,17-Jun-22,RT4,3,7,4
4802,19562,18-Jun-22,RT1,27,30,3
4822,19559,18-Jun-22,RT1,17,24,7
4823,19561,18-Jun-22,RT1,25,36,11
4825,19562,18-Jun-22,RT2,20,23,3
4835,19559,18-Jun-22,RT2,30,41,11
4848,19561,18-Jun-22,RT2,32,45,13
4851,19562,18-Jun-22,RT3,29,29,0
4852,19561,18-Jun-22,RT3,20,29,9
4856,19559,18-Jun-22,RT3,21,27,6
4875,19559,18-Jun-22,RT4,2,3,1
4880,19561,18-Jun-22,RT4,5,7,2
4891,19562,18-Jun-22,RT4,11,14,3
4902,19562,19-Jun-22,RT1,26,30,4
4922,19559,19-Jun-22,RT1,16,24,8
4923,19561,19-Jun-22,RT1,22,36,14
4925,19562,19-Jun-22,RT2,19,23,4
4935,19559,19-Jun-22,RT2,23,41,18
4948,19561,19-Jun-22,RT2,26,45,19
4951,19562,19-Jun-22,RT3,21,29,8
4952,19561,19-Jun-22,RT3,18,29,11
4956,19559,19-Jun-22,RT3,17,27,10
4975,19559,19-Jun-22,RT4,2,3,1
4981,19561,19-Jun-22,RT4,4,7,3
4990,19562,19-Jun-22,RT4,9,14,5
5001,19562,20-Jun-22,RT1,16,30,14
5021,19559,20-Jun-22,RT1,10,24,14
5022,19561,20-Jun-22,RT1,17,36,19
5024,19562,20-Jun-22,RT2,11,23,12
5034,19559,20-Jun-22,RT2,21,41,20
5047,19561,20-Jun-22,RT2,16,45,29
5051,19562,20-Jun-22,RT3,14,29,15
5052,19561,20-Jun-22,RT3,11,29,18
5056,19559,20-Jun-22,RT3,11,27,16
5077,19561,20-Jun-22,RT4,2,7,5
5084,19559,20-Jun-22,RT4,1,3,2
5089,19562,20-Jun-22,RT4,8,14,6
5102,19562,21-Jun-22,RT1,12,30,18
5122,19559,21-Jun-22,RT1,10,24,14
5123,19561,21-Jun-22,RT1,13,36,23
