Unnamed: 0,property_id,check_in_date,room_category,successful_bookings,capacity,vacantrooms
1100,16559,12-May-22,RT1,19,30,11
1104,17558,12-May-22,RT1,11,19,8
1109,17561,12-May-22,RT1,17,26,9
1114,17559,12-May-22,RT1,22,32,10
1115,17562,12-May-22,RT1,10,20,10
1127,17561,12-May-22,RT2,23,36,13
1128,17558,12-May-22,RT2,28,50,22
1134,16559,12-May-22,RT2,24,41,17
1137,17559,12-May-22,RT2,23,39,16
1142,17562,12-May-22,RT2,14,30,16
1154,17558,12-May-22,RT3,12,27,15
1155,17562,12-May-22,RT3,10,27,17
1157,16559,12-May-22,RT3,23,32,9
1166,17559,12-May-22,RT3,10,16,6
1171,17561,12-May-22,RT3,11,19,8
1187,17559,12-May-22,RT4,10,14,4
1192,16559,12-May-22,RT4,11,18,7
1194,17558,12-May-22,RT4,3,6,3
1195,17562,12-May-22,RT4,3,6,3
1199,17561,12-May-22,RT4,3,4,1
1201,16559,13-May-22,RT1,18,30,12
1205,17558,13-May-22,RT1,9,19,10
1210,17561,13-May-22,RT1,17,26,9
1215,17559,13-May-22,RT1,21,32,11
1216,17562,13-May-22,RT1,9,20,11
1228,17561,13-May-22,RT2,22,36,14
1229,17558,13-May-22,RT2,27,50,23
1235,16559,13-May-22,RT2,22,41,19
1238,17559,13-May-22,RT2,22,39,17
1243,17562,13-May-22,RT2,15,30,15
1254,17558,13-May-22,RT3,15,27,12
1255,17562,13-May-22,RT3,12,27,15
1257,16559,13-May-22,RT3,19,32,13
1265,17559,13-May-22,RT3,9,16,7
1269,17561,13-May-22,RT3,12,19,7
1287,17559,13-May-22,RT4,9,14,5
1292,16559,13-May-22,RT4,11,18,7
1294,17558,13-May-22,RT4,3,6,3
1295,17562,13-May-22,RT4,3,6,3
1299,17561,13-May-22,RT4,3,4,1
1304,17558,14-May-22,RT1,14,19,5
1309,17561,14-May-22,RT1,22,26,4
1314,17559,14-May-22,RT1,30,32,2
1315,17562,14-May-22,RT1,13,20,7
1327,17561,14-May-22,RT2,30,36,6
1328,17558,14-May-22,RT2,36,50,14
1334,16559,14-May-22,RT2,37,41,4
1337,17559,14-May-22,RT2,34,39,5
1342,17562,14-May-22,RT2,20,30,10
1350,16559,14-May-22,RT1,29,30,1
1354,17558,14-May-22,RT3,22,27,5
1355,17562,14-May-22,RT3,16,27,11
1357,16559,14-May-22,RT3,26,32,6
1363,17561,14-May-22,RT3,19,19,0
1371,17559,14-May-22,RT3,14,16,2
1377,17558,14-May-22,RT4,4,6,2
1380,17561,14-May-22,RT4,4,4,0
1392,17559,14-May-22,RT4,12,14,2
1397,16559,14-May-22,RT4,15,18,3
1398,17562,14-May-22,RT4,3,6,3
1400,16559,15-May-22,RT1,23,30,7
1404,17558,15-May-22,RT1,13,19,6
1409,17561,15-May-22,RT1,19,26,7
1414,17559,15-May-22,RT1,22,32,10
1415,17562,15-May-22,RT1,10,20,10
1427,17561,15-May-22,RT2,25,36,11
1428,17558,15-May-22,RT2,28,50,22
1434,16559,15-May-22,RT2,31,41,10
1437,17559,15-May-22,RT2,33,39,6
1442,17562,15-May-22,RT2,15,30,15
1454,17558,15-May-22,RT3,17,27,10
1455,17562,15-May-22,RT3,14,27,13
1457,16559,15-May-22,RT3,22,32,10
1463,17561,15-May-22,RT3,15,19,4
1465,17559,15-May-22,RT3,13,16,3
1489,17559,15-May-22,RT4,9,14,5
1494,16559,15-May-22,RT4,12,18,6
1496,17558,15-May-22,RT4,3,6,3
1497,17562,15-May-22,RT4,3,6,3
1499,17561,15-May-22,RT4,3,4,1
1500,16559,16-May-22,RT1,15,30,15
1504,17558,16-May-22,RT1,8,19,11
1509,17561,16-May-22,RT1,15,26,11
1514,17559,16-May-22,RT1,13,32,19
1515,17562,16-May-22,RT1,7,20,13
1527,17561,16-May-22,RT2,20,36,16
1528,17558,16-May-22,RT2,21,50,29
1534,16559,16-May-22,RT2,23,41,18
1537,17559,16-May-22,RT2,20,39,19
1542,17562,16-May-22,RT2,11,30,19
1554,17558,16-May-22,RT3,9,27,18
1555,17562,16-May-22,RT3,10,27,17
1561,17559,16-May-22,RT3,8,16,8
1564,16559,16-May-22,RT3,14,32,18
1566,17561,16-May-22,RT3,9,19,10
1577,17561,16-May-22,RT4,2,4,2
1588,17559,16-May-22,RT4,8,14,6
1593,16559,16-May-22,RT4,10,18,8
1594,17558,16-May-22,RT4,3,6,3
1595,17562,16-May-22,RT4,3,6,3
1604,17558,17-May-22,RT1,8,19,11
1609,17561,17-May-22,RT1,11,26,15
1614,17559,17-May-22,RT1,14,32,18
1615,17562,17-May-22,RT1,7,20,13
1627,17561,17-May-22,RT2,18,36,18
1628,17558,17-May-22,RT2,19,50,31
1634,16559,17-May-22,RT2,19,41,22
1637,17559,17-May-22,RT2,21,39,18
1642,17562,17-May-22,RT2,11,30,19
1650,16559,17-May-22,RT1,16,30,14
1654,17558,17-May-22,RT3,11,27,16
1655,17562,17-May-22,RT3,9,27,18
1657,16559,17-May-22,RT3,18,32,14
1661,17559,17-May-22,RT3,8,16,8
1673,17561,17-May-22,RT3,11,19,8
1675,17558,17-May-22,RT4,2,6,4
1676,17561,17-May-22,RT4,2,4,2
1690,17559,17-May-22,RT4,7,14,7
1695,16559,17-May-22,RT4,8,18,10
1697,17562,17-May-22,RT4,3,6,3
1700,16559,18-May-22,RT1,15,30,15
1704,17558,18-May-22,RT1,9,19,10
1709,17561,18-May-22,RT1,12,26,14
1714,17559,18-May-22,RT1,18,32,14
1715,17562,18-May-22,RT1,8,20,12
1727,17561,18-May-22,RT2,19,36,17
1728,17558,18-May-22,RT2,21,50,29
1734,16559,18-May-22,RT2,18,41,23
1737,17559,18-May-22,RT2,21,39,18
1742,17562,18-May-22,RT2,9,30,21
1754,17558,18-May-22,RT3,9,27,18
1755,17562,18-May-22,RT3,10,27,17
1759,17559,18-May-22,RT3,8,16,8
1760,17561,18-May-22,RT3,8,19,11
1765,16559,18-May-22,RT3,14,32,18
1776,17561,18-May-22,RT4,2,4,2
1777,17562,18-May-22,RT4,2,6,4
1791,17559,18-May-22,RT4,7,14,7
1796,16559,18-May-22,RT4,9,18,9
1797,17558,18-May-22,RT4,3,6,3
1800,16559,19-May-22,RT1,17,30,13
1804,17558,19-May-22,RT1,8,19,11
1809,17561,19-May-22,RT1,13,26,13
1814,17559,19-May-22,RT1,21,32,11
1815,17562,19-May-22,RT1,7,20,13
1827,17561,19-May-22,RT2,22,36,14
1828,17558,19-May-22,RT2,22,50,28
1834,16559,19-May-22,RT2,17,41,24
1837,17559,19-May-22,RT2,18,39,21
1842,17562,19-May-22,RT2,9,30,21
1854,17558,19-May-22,RT3,11,27,16
1855,17562,19-May-22,RT3,8,27,19
1859,17559,19-May-22,RT3,8,16,8
1863,16559,19-May-22,RT3,13,32,19
1865,17561,19-May-22,RT3,9,19,10
1886,17559,19-May-22,RT4,7,14,7
1891,16559,19-May-22,RT4,9,18,9
1893,17558,19-May-22,RT4,3,6,3
1894,17562,19-May-22,RT4,3,6,3
1899,17561,19-May-22,RT4,3,4,1
1904,17558,20-May-22,RT1,8,19,11
1909,17561,20-May-22,RT1,12,26,14
1914,17559,20-May-22,RT1,20,32,12
1915,17562,20-May-22,RT1,7,20,13
1927,17561,20-May-22,RT2,16,36,20
1928,17558,20-May-22,RT2,19,50,31
1934,16559,20-May-22,RT2,17,41,24
1937,17559,20-May-22,RT2,20,39,19
1942,17562,20-May-22,RT2,11,30,19
1950,16559,20-May-22,RT1,15,30,15
1954,17558,20-May-22,RT3,11,27,16
1955,17562,20-May-22,RT3,10,27,17
1957,16559,20-May-22,RT3,16,32,16
1965,17559,20-May-22,RT3,9,16,7
1966,17561,20-May-22,RT3,9,19,10
1976,17558,20-May-22,RT4,2,6,4
1977,17562,20-May-22,RT4,2,6,4
1990,17559,20-May-22,RT4,8,14,6
1995,16559,20-May-22,RT4,9,18,9
1999,17561,20-May-22,RT4,3,4,1
2000,16559,21-May-22,RT1,19,30,11
2003,17558,21-May-22,RT1,12,19,7
2008,17561,21-May-22,RT1,21,26,5
2013,17559,21-May-22,RT1,23,32,9
2014,17562,21-May-22,RT1,10,20,10
2026,17561,21-May-22,RT2,28,36,8
2027,17558,21-May-22,RT2,31,50,19
2033,16559,21-May-22,RT2,28,41,13
2036,17559,21-May-22,RT2,28,39,11
2041,17562,21-May-22,RT2,14,30,16
2054,17558,21-May-22,RT3,17,27,10
2055,17562,21-May-22,RT3,14,27,13
2057,16559,21-May-22,RT3,23,32,9
2067,17561,21-May-22,RT3,13,19,6
2073,17559,21-May-22,RT3,11,16,5
2077,17558,21-May-22,RT4,4,6,2
2090,17559,21-May-22,RT4,10,14,4
2095,16559,21-May-22,RT4,13,18,5
2097,17562,21-May-22,RT4,3,6,3
2099,17561,21-May-22,RT4,3,4,1
2100,16559,22-May-22,RT1,28,30,2
2104,17558,22-May-22,RT1,14,19,5
2109,17561,22-May-22,RT1,24,26,2
2114,17559,22-May-22,RT1,31,32,1
2115,17562,22-May-22,RT1,12,20,8
2127,17561,22-May-22,RT2,29,36,7
2128,17558,22-May-22,RT2,38,50,12
2134,16559,22-May-22,RT2,38,41,3
2137,17559,22-May-22,RT2,33,39,6
2142,17562,22-May-22,RT2,20,30,10
2154,17558,22-May-22,RT3,20,27,7
2155,17562,22-May-22,RT3,17,27,10
2157,16559,22-May-22,RT3,28,32,4
2163,17559,22-May-22,RT3,16,16,0
2164,17561,22-May-22,RT3,17,19,2
2177,17562,22-May-22,RT4,4,6,2
2179,17561,22-May-22,RT4,4,4,0
2180,17558,22-May-22,RT4,5,6,1
2193,17559,22-May-22,RT4,12,14,2
2198,16559,22-May-22,RT4,16,18,2
2201,16559,23-May-22,RT1,18,30,12
2205,17558,23-May-22,RT1,10,19,9
2210,17561,23-May-22,RT1,17,26,9
2215,17559,23-May-22,RT1,21,32,11
2216,17562,23-May-22,RT1,8,20,12
2228,17561,23-May-22,RT2,23,36,13
2229,17558,23-May-22,RT2,23,50,27
2235,16559,23-May-22,RT2,24,41,17
2238,17559,23-May-22,RT2,25,39,14
2243,17562,23-May-22,RT2,14,30,16
2254,17558,23-May-22,RT3,13,27,14
2255,17562,23-May-22,RT3,12,27,15
2257,16559,23-May-22,RT3,22,32,10
2263,17561,23-May-22,RT3,14,19,5
2272,17559,23-May-22,RT3,11,16,5
2288,17559,23-May-22,RT4,9,14,5
2293,16559,23-May-22,RT4,9,18,9
2295,17558,23-May-22,RT4,3,6,3
2296,17562,23-May-22,RT4,3,6,3
2299,17561,23-May-22,RT4,3,4,1
2304,17558,24-May-22,RT1,9,19,10
2309,17561,24-May-22,RT1,15,26,11
2314,17559,24-May-22,RT1,17,32,15
2315,17562,24-May-22,RT1,8,20,12
2327,17561,24-May-22,RT2,23,36,13
2328,17558,24-May-22,RT2,24,50,26
2334,16559,24-May-22,RT2,23,41,18
2337,17559,24-May-22,RT2,21,39,18
2342,17562,24-May-22,RT2,13,30,17
2350,16559,24-May-22,RT1,21,30,9
2354,17558,24-May-22,RT3,15,27,12
2355,17562,24-May-22,RT3,12,27,15
2357,16559,24-May-22,RT3,18,32,14
2363,17561,24-May-22,RT3,14,19,5
2368,17559,24-May-22,RT3,10,16,6
2377,17558,24-May-22,RT4,4,6,2
2389,17559,24-May-22,RT4,8,14,6
2394,16559,24-May-22,RT4,13,18,5
2395,17562,24-May-22,RT4,3,6,3
2399,17561,24-May-22,RT4,3,4,1
2400,16559,25-May-22,RT1,20,30,10
2404,17558,25-May-22,RT1,11,19,8
2409,17561,25-May-22,RT1,15,26,11
2414,17559,25-May-22,RT1,22,32,10
2415,17562,25-May-22,RT1,9,20,11
2427,17561,25-May-22,RT2,19,36,17
2428,17558,25-May-22,RT2,25,50,25
2434,16559,25-May-22,RT2,26,41,15
2437,17559,25-May-22,RT2,25,39,14
2442,17562,25-May-22,RT2,11,30,19
2454,17558,25-May-22,RT3,13,27,14
2455,17562,25-May-22,RT3,10,27,17
2457,16559,25-May-22,RT3,19,32,13
2465,17559,25-May-22,RT3,10,16,6
2470,17561,25-May-22,RT3,12,19,7
2490,17559,25-May-22,RT4,9,14,5
2495,16559,25-May-22,RT4,10,18,8
2496,17558,25-May-22,RT4,3,6,3
2497,17562,25-May-22,RT4,3,6,3
2499,17561,25-May-22,RT4,3,4,1
2500,16559,26-May-22,RT1,21,30,9
2504,17558,26-May-22,RT1,9,19,10
2509,17561,26-May-22,RT1,16,26,10
2514,17559,26-May-22,RT1,21,32,11
2515,17562,26-May-22,RT1,9,20,11
2527,17561,26-May-22,RT2,23,36,13
2528,17558,26-May-22,RT2,25,50,25
2534,16559,26-May-22,RT2,26,41,15
2537,17559,26-May-22,RT2,23,39,16
2542,17562,26-May-22,RT2,11,30,19
2554,17558,26-May-22,RT3,14,27,13
2555,17562,26-May-22,RT3,13,27,14
2557,16559,26-May-22,RT3,23,32,9
2568,17559,26-May-22,RT3,12,16,4
2570,17561,26-May-22,RT3,12,19,7
2575,17562,26-May-22,RT4,2,6,4
2589,17559,26-May-22,RT4,9,14,5
2594,16559,26-May-22,RT4,12,18,6
2596,17558,26-May-22,RT4,3,6,3
2599,17561,26-May-22,RT4,3,4,1
2604,17558,27-May-22,RT1,10,19,9
2609,17561,27-May-22,RT1,16,26,10
2614,17559,27-May-22,RT1,19,32,13
2615,17562,27-May-22,RT1,9,20,11
2627,17561,27-May-22,RT2,19,36,17
2628,17558,27-May-22,RT2,26,50,24
2634,16559,27-May-22,RT2,28,41,13
2637,17559,27-May-22,RT2,26,39,13
2642,17562,27-May-22,RT2,13,30,17
2650,16559,27-May-22,RT1,18,30,12
2654,17558,27-May-22,RT3,14,27,13
2655,17562,27-May-22,RT3,11,27,16
2657,16559,27-May-22,RT3,22,32,10
2668,17559,27-May-22,RT3,12,16,4
2669,17561,27-May-22,RT3,12,19,7
2687,17559,27-May-22,RT4,9,14,5
2692,16559,27-May-22,RT4,11,18,7
2694,17558,27-May-22,RT4,3,6,3
2695,17562,27-May-22,RT4,3,6,3
2699,17561,27-May-22,RT4,3,4,1
2700,16559,28-May-22,RT1,26,30,4
2704,17558,28-May-22,RT1,15,19,4
2709,17561,28-May-22,RT1,24,26,2
2714,17559,28-May-22,RT1,27,32,5
2715,17562,28-May-22,RT1,13,20,7
2727,17561,28-May-22,RT2,32,36,4
2728,17558,28-May-22,RT2,36,50,14
2734,16559,28-May-22,RT2,36,41,5
2737,17559,28-May-22,RT2,38,39,1
2742,17562,28-May-22,RT2,17,30,13
2754,17558,28-May-22,RT3,22,27,5
2755,17562,28-May-22,RT3,18,27,9
2757,16559,28-May-22,RT3,31,32,1
2762,17561,28-May-22,RT3,17,19,2
2774,17559,28-May-22,RT3,14,16,2
2776,17561,28-May-22,RT4,4,4,0
2779,17558,28-May-22,RT4,5,6,1
2792,17559,28-May-22,RT4,13,14,1
2797,16559,28-May-22,RT4,18,18,0
2798,17562,28-May-22,RT4,3,6,3
2800,16559,29-May-22,RT1,23,30,7
2804,17558,29-May-22,RT1,12,19,7
2809,17561,29-May-22,RT1,19,26,7
2814,17559,29-May-22,RT1,22,32,10
2815,17562,29-May-22,RT1,9,20,11
2827,17561,29-May-22,RT2,27,36,9
2828,17558,29-May-22,RT2,34,50,16
2834,16559,29-May-22,RT2,31,41,10
2837,17559,29-May-22,RT2,33,39,6
2842,17562,29-May-22,RT2,14,30,16
2854,17558,29-May-22,RT3,17,27,10
2855,17562,29-May-22,RT3,13,27,14
2857,16559,29-May-22,RT3,27,32,5
2868,17561,29-May-22,RT3,14,19,5
2872,17559,29-May-22,RT3,11,16,5
2875,17562,29-May-22,RT4,2,6,4
2877,17558,29-May-22,RT4,4,6,2
2890,17559,29-May-22,RT4,11,14,3
2895,16559,29-May-22,RT4,15,18,3
2898,17561,29-May-22,RT4,3,4,1
2904,17558,30-May-22,RT1,8,19,11
2909,17561,30-May-22,RT1,14,26,12
2914,17559,30-May-22,RT1,18,32,14
2915,17562,30-May-22,RT1,10,20,10
2927,17561,30-May-22,RT2,22,36,14
2928,17558,30-May-22,RT2,23,50,27
2934,16559,30-May-22,RT2,24,41,17
2937,17559,30-May-22,RT2,21,39,18
2942,17562,30-May-22,RT2,9,30,21
2950,16559,30-May-22,RT1,14,30,16
2954,17558,30-May-22,RT3,10,27,17
2955,17562,30-May-22,RT3,9,27,18
2957,16559,30-May-22,RT3,17,32,15
2962,17559,30-May-22,RT3,8,16,8
2972,17561,30-May-22,RT3,11,19,8
2976,17562,30-May-22,RT4,2,6,4
2989,17559,30-May-22,RT4,8,14,6
2994,16559,30-May-22,RT4,9,18,9
2996,17558,30-May-22,RT4,3,6,3
2999,17561,30-May-22,RT4,3,4,1
3000,16559,31-May-22,RT1,16,30,14
3003,17558,31-May-22,RT1,10,19,9
3008,17561,31-May-22,RT1,15,26,11
3013,17559,31-May-22,RT1,14,32,18
3014,17562,31-May-22,RT1,6,20,14
3026,17561,31-May-22,RT2,18,36,18
3027,17558,31-May-22,RT2,18,50,32
3033,16559,31-May-22,RT2,25,41,16
3036,17559,31-May-22,RT2,22,39,17
3041,17562,31-May-22,RT2,11,30,19
3054,17558,31-May-22,RT3,11,27,16
3055,17562,31-May-22,RT3,9,27,18
3057,16559,31-May-22,RT3,16,32,16
3060,17559,31-May-22,RT3,7,16,9
3068,17561,31-May-22,RT3,10,19,9
3088,17559,31-May-22,RT4,7,14,7
3093,16559,31-May-22,RT4,8,18,10
3094,17558,31-May-22,RT4,3,6,3
3095,17562,31-May-22,RT4,3,6,3
3099,17561,31-May-22,RT4,3,4,1
3100,16559,01-Jun-22,RT1,14,30,16
3104,17558,01-Jun-22,RT1,8,19,11
3109,17561,01-Jun-22,RT1,14,26,12
3114,17559,01-Jun-22,RT1,17,32,15
3115,17562,01-Jun-22,RT1,7,20,13
3127,17561,01-Jun-22,RT2,16,36,20
3128,17558,01-Jun-22,RT2,19,50,31
3134,16559,01-Jun-22,RT2,21,41,20
3137,17559,01-Jun-22,RT2,21,39,18
3142,17562,01-Jun-22,RT2,10,30,20
3154,17558,01-Jun-22,RT3,11,27,16
3155,17562,01-Jun-22,RT3,9,27,18
3157,16559,01-Jun-22,RT3,15,32,17
3159,17559,01-Jun-22,RT3,7,16,9
3167,17561,01-Jun-22,RT3,9,19,10
3175,17558,01-Jun-22,RT4,2,6,4
3176,17562,01-Jun-22,RT4,2,6,4
3189,17559,01-Jun-22,RT4,7,14,7
3194,16559,01-Jun-22,RT4,8,18,10
