Unnamed: 0,property_id,check_in_date,room_category,successful_bookings,capacity,vacantrooms
412,16562,05-May-22,RT1,15,31,16
429,16562,05-May-22,RT2,20,43,23
430,16561,05-May-22,RT2,15,24,9
431,16558,05-May-22,RT2,13,22,9
458,16558,05-May-22,RT3,4,8,4
463,16562,05-May-22,RT3,9,18,9
469,16561,05-May-22,RT3,12,21,9
476,16558,05-May-22,RT4,2,3,1
480,16561,05-May-22,RT4,6,10,4
494,16562,05-May-22,RT4,3,6,3
505,16558,06-May-22,RT1,10,19,9
511,16561,06-May-22,RT1,12,18,6
512,16562,06-May-22,RT1,14,31,17
529,16562,06-May-22,RT2,24,43,19
530,16561,06-May-22,RT2,14,24,10
531,16558,06-May-22,RT2,15,22,7
558,16558,06-May-22,RT3,5,8,3
565,16562,06-May-22,RT3,9,18,9
570,16561,06-May-22,RT3,12,21,9
577,16558,06-May-22,RT4,2,3,1
581,16561,06-May-22,RT4,6,10,4
594,16562,06-May-22,RT4,3,6,3
605,16558,07-May-22,RT1,17,19,2
611,16561,07-May-22,RT1,15,18,3
612,16562,07-May-22,RT1,25,31,6
629,16562,07-May-22,RT2,31,43,12
630,16561,07-May-22,RT2,21,24,3
631,16558,07-May-22,RT2,18,22,4
658,16558,07-May-22,RT3,7,8,1
661,16561,07-May-22,RT3,20,21,1
672,16562,07-May-22,RT3,14,18,4
676,16562,07-May-22,RT4,4,6,2
683,16561,07-May-22,RT4,9,10,1
699,16558,07-May-22,RT4,3,3,0
705,16558,08-May-22,RT1,18,19,1
711,16561,08-May-22,RT1,15,18,3
712,16562,08-May-22,RT1,23,31,8
729,16562,08-May-22,RT2,31,43,12
730,16561,08-May-22,RT2,21,24,3
731,16558,08-May-22,RT2,20,22,2
760,16561,08-May-22,RT3,18,21,3
771,16558,08-May-22,RT3,8,8,0
773,16562,08-May-22,RT3,14,18,4
781,16562,08-May-22,RT4,5,6,1
784,16561,08-May-22,RT4,9,10,1
799,16558,08-May-22,RT4,3,3,0
805,16558,09-May-22,RT1,11,19,8
811,16561,09-May-22,RT1,13,18,5
812,16562,09-May-22,RT1,16,31,15
829,16562,09-May-22,RT2,21,43,22
830,16561,09-May-22,RT2,14,24,10
831,16558,09-May-22,RT2,14,22,8
858,16558,09-May-22,RT3,5,8,3
862,16561,09-May-22,RT3,13,21,8
865,16562,09-May-22,RT3,9,18,9
877,16558,09-May-22,RT4,2,3,1
881,16561,09-May-22,RT4,6,10,4
895,16562,09-May-22,RT4,3,6,3
905,16558,10-May-22,RT1,10,19,9
911,16561,10-May-22,RT1,11,18,7
912,16562,10-May-22,RT1,14,31,17
929,16562,10-May-22,RT2,24,43,19
930,16561,10-May-22,RT2,13,24,11
931,16558,10-May-22,RT2,12,22,10
958,16558,10-May-22,RT3,4,8,4
961,16561,10-May-22,RT3,14,21,7
966,16562,10-May-22,RT3,9,18,9
976,16558,10-May-22,RT4,2,3,1
977,16562,10-May-22,RT4,4,6,2
980,16561,10-May-22,RT4,6,10,4
1004,16558,11-May-22,RT1,12,19,7
1010,16561,11-May-22,RT1,9,18,9
1011,16562,11-May-22,RT1,16,31,15
1028,16562,11-May-22,RT2,21,43,22
1029,16561,11-May-22,RT2,17,24,7
1030,16558,11-May-22,RT2,13,22,9
1058,16558,11-May-22,RT3,5,8,3
1068,16562,11-May-22,RT3,10,18,8
1070,16561,11-May-22,RT3,12,21,9
1075,16558,11-May-22,RT4,2,3,1
1077,16561,11-May-22,RT4,6,10,4
1093,16562,11-May-22,RT4,3,6,3
1105,16558,12-May-22,RT1,11,19,8
1111,16561,12-May-22,RT1,12,18,6
1112,16562,12-May-22,RT1,13,31,18
1129,16562,12-May-22,RT2,24,43,19
1130,16561,12-May-22,RT2,15,24,9
1131,16558,12-May-22,RT2,12,22,10
1158,16558,12-May-22,RT3,4,8,4
1161,16561,12-May-22,RT3,13,21,8
1169,16562,12-May-22,RT3,11,18,7
1175,16558,12-May-22,RT4,2,3,1
1177,16561,12-May-22,RT4,6,10,4
1193,16562,12-May-22,RT4,3,6,3
1206,16558,13-May-22,RT1,12,19,7
1212,16561,13-May-22,RT1,14,18,4
1213,16562,13-May-22,RT1,14,31,17
1230,16562,13-May-22,RT2,21,43,22
1231,16561,13-May-22,RT2,15,24,9
1232,16558,13-May-22,RT2,14,22,8
1258,16558,13-May-22,RT3,5,8,3
1260,16562,13-May-22,RT3,8,18,10
1263,16561,13-May-22,RT3,14,21,7
1276,16558,13-May-22,RT4,2,3,1
1278,16561,13-May-22,RT4,5,10,5
1293,16562,13-May-22,RT4,3,6,3
1305,16558,14-May-22,RT1,18,19,1
1311,16561,14-May-22,RT1,16,18,2
1312,16562,14-May-22,RT1,22,31,9
1329,16562,14-May-22,RT2,33,43,10
1330,16561,14-May-22,RT2,24,24,0
1331,16558,14-May-22,RT2,20,22,2
1358,16558,14-May-22,RT3,7,8,1
1361,16561,14-May-22,RT3,19,21,2
1369,16562,14-May-22,RT3,13,18,5
1376,16562,14-May-22,RT4,4,6,2
1383,16561,14-May-22,RT4,9,10,1
1399,16558,14-May-22,RT4,3,3,0
1405,16558,15-May-22,RT1,14,19,5
1411,16561,15-May-22,RT1,14,18,4
1412,16562,15-May-22,RT1,18,31,13
1429,16562,15-May-22,RT2,24,43,19
1430,16561,15-May-22,RT2,17,24,7
1431,16558,15-May-22,RT2,15,22,7
1458,16558,15-May-22,RT3,5,8,3
1468,16561,15-May-22,RT3,14,21,7
1470,16562,15-May-22,RT3,10,18,8
1476,16558,15-May-22,RT4,2,3,1
1480,16561,15-May-22,RT4,8,10,2
1495,16562,15-May-22,RT4,3,6,3
1505,16558,16-May-22,RT1,9,19,10
1511,16561,16-May-22,RT1,11,18,7
1512,16562,16-May-22,RT1,13,31,18
1529,16562,16-May-22,RT2,19,43,24
1530,16561,16-May-22,RT2,12,24,12
1531,16558,16-May-22,RT2,12,22,10
1557,16558,16-May-22,RT3,4,8,4
1560,16562,16-May-22,RT3,8,18,10
1568,16561,16-May-22,RT3,10,21,11
1576,16562,16-May-22,RT4,2,6,4
1579,16558,16-May-22,RT4,2,3,1
1580,16561,16-May-22,RT4,5,10,5
1605,16558,17-May-22,RT1,10,19,9
1611,16561,17-May-22,RT1,8,18,10
1612,16562,17-May-22,RT1,11,31,20
1629,16562,17-May-22,RT2,16,43,27
1630,16561,17-May-22,RT2,10,24,14
1631,16558,17-May-22,RT2,12,22,10
1658,16558,17-May-22,RT3,4,8,4
1665,16562,17-May-22,RT3,9,18,9
1671,16561,17-May-22,RT3,11,21,10
1678,16558,17-May-22,RT4,2,3,1
1681,16561,17-May-22,RT4,5,10,5
1696,16562,17-May-22,RT4,3,6,3
1705,16558,18-May-22,RT1,8,19,11
1711,16561,18-May-22,RT1,10,18,8
1712,16562,18-May-22,RT1,12,31,19
1729,16562,18-May-22,RT2,16,43,27
1730,16561,18-May-22,RT2,11,24,13
1731,16558,18-May-22,RT2,10,22,12
1757,16558,18-May-22,RT3,3,8,5
1758,16562,18-May-22,RT3,8,18,10
1773,16561,18-May-22,RT3,12,21,9
1775,16562,18-May-22,RT4,2,6,4
1780,16558,18-May-22,RT4,2,3,1
1782,16561,18-May-22,RT4,5,10,5
1805,16558,19-May-22,RT1,12,19,7
1811,16561,19-May-22,RT1,10,18,8
1812,16562,19-May-22,RT1,14,31,17
1829,16562,19-May-22,RT2,18,43,25
1830,16561,19-May-22,RT2,14,24,10
1831,16558,19-May-22,RT2,12,22,10
1857,16558,19-May-22,RT3,4,8,4
1864,16562,19-May-22,RT3,9,18,9
1870,16561,19-May-22,RT3,12,21,9
1875,16558,19-May-22,RT4,2,3,1
1877,16561,19-May-22,RT4,5,10,5
1892,16562,19-May-22,RT4,3,6,3
1905,16558,20-May-22,RT1,9,19,10
1911,16561,20-May-22,RT1,9,18,9
1912,16562,20-May-22,RT1,13,31,18
1929,16562,20-May-22,RT2,18,43,25
1930,16561,20-May-22,RT2,12,24,12
1931,16558,20-May-22,RT2,11,22,11
1958,16558,20-May-22,RT3,4,8,4
1961,16562,20-May-22,RT3,8,18,10
1969,16561,20-May-22,RT3,10,21,11
1975,16562,20-May-22,RT4,2,6,4
1980,16558,20-May-22,RT4,2,3,1
1983,16561,20-May-22,RT4,6,10,4
2004,16558,21-May-22,RT1,13,19,6
2010,16561,21-May-22,RT1,13,18,5
2011,16562,21-May-22,RT1,21,31,10
2028,16562,21-May-22,RT2,29,43,14
2029,16561,21-May-22,RT2,16,24,8
2030,16558,21-May-22,RT2,16,22,6
2058,16558,21-May-22,RT3,5,8,3
2061,16561,21-May-22,RT3,16,21,5
2069,16562,21-May-22,RT3,10,18,8
2076,16558,21-May-22,RT4,2,3,1
2081,16561,21-May-22,RT4,9,10,1
2096,16562,21-May-22,RT4,3,6,3
2105,16558,22-May-22,RT1,17,19,2
2111,16561,22-May-22,RT1,16,18,2
2112,16562,22-May-22,RT1,22,31,9
2129,16562,22-May-22,RT2,30,43,13
2130,16561,22-May-22,RT2,24,24,0
2131,16558,22-May-22,RT2,20,22,2
2158,16558,22-May-22,RT3,7,8,1
2161,16561,22-May-22,RT3,19,21,2
2171,16562,22-May-22,RT3,13,18,5
2176,16562,22-May-22,RT4,4,6,2
2184,16561,22-May-22,RT4,9,10,1
2199,16558,22-May-22,RT4,3,3,0
2206,16558,23-May-22,RT1,13,19,6
2212,16561,23-May-22,RT1,12,18,6
2213,16562,23-May-22,RT1,16,31,15
2230,16562,23-May-22,RT2,23,43,20
2231,16561,23-May-22,RT2,13,24,11
2232,16558,23-May-22,RT2,14,22,8
2258,16558,23-May-22,RT3,4,8,4
2260,16561,23-May-22,RT3,15,21,6
2265,16562,23-May-22,RT3,9,18,9
2275,16558,23-May-22,RT4,2,3,1
2279,16561,23-May-22,RT4,6,10,4
2294,16562,23-May-22,RT4,3,6,3
2305,16558,24-May-22,RT1,11,19,8
2311,16561,24-May-22,RT1,10,18,8
2312,16562,24-May-22,RT1,17,31,14
2329,16562,24-May-22,RT2,23,43,20
2330,16561,24-May-22,RT2,15,24,9
2331,16558,24-May-22,RT2,14,22,8
2358,16558,24-May-22,RT3,5,8,3
2361,16561,24-May-22,RT3,13,21,8
2365,16562,24-May-22,RT3,9,18,9
2375,16558,24-May-22,RT4,2,3,1
2376,16562,24-May-22,RT4,4,6,2
2381,16561,24-May-22,RT4,6,10,4
2405,16558,25-May-22,RT1,13,19,6
2411,16561,25-May-22,RT1,12,18,6
2412,16562,25-May-22,RT1,16,31,15
2429,16562,25-May-22,RT2,22,43,21
2430,16561,25-May-22,RT2,15,24,9
2431,16558,25-May-22,RT2,13,22,9
2458,16558,25-May-22,RT3,5,8,3
2464,16562,25-May-22,RT3,9,18,9
2468,16561,25-May-22,RT3,12,21,9
2476,16558,25-May-22,RT4,2,3,1
2477,16562,25-May-22,RT4,4,6,2
2483,16561,25-May-22,RT4,7,10,3
2505,16558,26-May-22,RT1,12,19,7
2511,16561,26-May-22,RT1,12,18,6
2512,16562,26-May-22,RT1,15,31,16
2529,16562,26-May-22,RT2,20,43,23
2530,16561,26-May-22,RT2,17,24,7
2531,16558,26-May-22,RT2,15,22,7
2558,16558,26-May-22,RT3,5,8,3
2561,16561,26-May-22,RT3,14,21,7
2563,16562,26-May-22,RT3,9,18,9
2577,16558,26-May-22,RT4,2,3,1
2581,16561,26-May-22,RT4,6,10,4
2595,16562,26-May-22,RT4,3,6,3
2605,16558,27-May-22,RT1,12,19,7
2611,16561,27-May-22,RT1,10,18,8
2612,16562,27-May-22,RT1,15,31,16
2629,16562,27-May-22,RT2,19,43,24
2630,16561,27-May-22,RT2,13,24,11
2631,16558,27-May-22,RT2,13,22,9
2658,16558,27-May-22,RT3,5,8,3
2663,16562,27-May-22,RT3,9,18,9
2674,16561,27-May-22,RT3,11,21,10
2676,16558,27-May-22,RT4,2,3,1
2679,16561,27-May-22,RT4,6,10,4
2693,16562,27-May-22,RT4,3,6,3
2705,16558,28-May-22,RT1,17,19,2
2711,16561,28-May-22,RT1,16,18,2
2712,16562,28-May-22,RT1,23,31,8
2729,16562,28-May-22,RT2,33,43,10
2730,16561,28-May-22,RT2,23,24,1
2731,16558,28-May-22,RT2,19,22,3
2760,16561,28-May-22,RT3,20,21,1
2769,16558,28-May-22,RT3,8,8,0
2773,16562,28-May-22,RT3,14,18,4
2778,16562,28-May-22,RT4,5,6,1
2783,16561,28-May-22,RT4,9,10,1
2799,16558,28-May-22,RT4,3,3,0
2805,16558,29-May-22,RT1,14,19,5
2811,16561,29-May-22,RT1,11,18,7
2812,16562,29-May-22,RT1,17,31,14
2829,16562,29-May-22,RT2,25,43,18
2830,16561,29-May-22,RT2,19,24,5
2831,16558,29-May-22,RT2,16,22,6
2858,16558,29-May-22,RT3,7,8,1
2861,16561,29-May-22,RT3,17,21,4
2871,16562,29-May-22,RT3,11,18,7
2881,16561,29-May-22,RT4,8,10,2
2896,16562,29-May-22,RT4,3,6,3
2899,16558,29-May-22,RT4,3,3,0
2905,16558,30-May-22,RT1,10,19,9
2911,16561,30-May-22,RT1,9,18,9
2912,16562,30-May-22,RT1,12,31,19
2929,16562,30-May-22,RT2,16,43,27
2930,16561,30-May-22,RT2,13,24,11
2931,16558,30-May-22,RT2,11,22,11
2958,16558,30-May-22,RT3,4,8,4
2961,16562,30-May-22,RT3,8,18,10
2971,16561,30-May-22,RT3,11,21,10
2978,16558,30-May-22,RT4,2,3,1
2981,16561,30-May-22,RT4,6,10,4
2995,16562,30-May-22,RT4,3,6,3
3004,16558,31-May-22,RT1,10,19,9
3010,16561,31-May-22,RT1,9,18,9
3011,16562,31-May-22,RT1,12,31,19
3028,16562,31-May-22,RT2,20,43,23
3029,16561,31-May-22,RT2,12,24,12
3030,16558,31-May-22,RT2,12,22,10
3058,16558,31-May-22,RT3,4,8,4
3059,16562,31-May-22,RT3,7,18,11
3073,16561,31-May-22,RT3,11,21,10
3076,16562,31-May-22,RT4,2,6,4
3078,16558,31-May-22,RT4,2,3,1
3079,16561,31-May-22,RT4,5,10,5
3105,16558,01-Jun-22,RT1,9,19,10
3111,16561,01-Jun-22,RT1,10,18,8
3112,16562,01-Jun-22,RT1,14,31,17
3129,16562,01-Jun-22,RT2,19,43,24
3130,16561,01-Jun-22,RT2,12,24,12
3131,16558,01-Jun-22,RT2,9,22,13
3158,16558,01-Jun-22,RT3,4,8,4
3162,16562,01-Jun-22,RT3,8,18,10
3173,16561,01-Jun-22,RT3,11,21,10
3178,16558,01-Jun-22,RT4,2,3,1
3181,16561,01-Jun-22,RT4,6,10,4
3195,16562,01-Jun-22,RT4,3,6,3
3206,16558,02-Jun-22,RT1,9,19,10
3212,16561,02-Jun-22,RT1,11,18,7
3213,16562,02-Jun-22,RT1,13,31,18
3230,16562,02-Jun-22,RT2,20,43,23
3231,16561,02-Jun-22,RT2,11,24,13
3232,16558,02-Jun-22,RT2,10,22,12
3258,16558,02-Jun-22,RT3,4,8,4
3260,16562,02-Jun-22,RT3,8,18,10
3268,16561,02-Jun-22,RT3,10,21,11
3276,16562,02-Jun-22,RT4,2,6,4
3279,16558,02-Jun-22,RT4,2,3,1
3282,16561,02-Jun-22,RT4,6,10,4
3305,16558,03-Jun-22,RT1,8,19,11
3311,16561,03-Jun-22,RT1,9,18,9
3312,16562,03-Jun-22,RT1,12,31,19
3329,16562,03-Jun-22,RT2,18,43,25
3330,16561,03-Jun-22,RT2,14,24,10
3331,16558,03-Jun-22,RT2,13,22,9
3358,16558,03-Jun-22,RT3,4,8,4
3359,16562,03-Jun-22,RT3,7,18,11
3373,16561,03-Jun-22,RT3,11,21,10
3376,16562,03-Jun-22,RT4,2,6,4
3380,16558,03-Jun-22,RT4,2,3,1
3381,16561,03-Jun-22,RT4,4,10,6
3405,16558,04-Jun-22,RT1,17,19,2
3411,16561,04-Jun-22,RT1,15,18,3
3412,16562,04-Jun-22,RT1,17,31,14
3429,16562,04-Jun-22,RT2,24,43,19
3430,16561,04-Jun-22,RT2,20,24,4
3431,16558,04-Jun-22,RT2,16,22,6
3458,16558,04-Jun-22,RT3,6,8,2
3460,16561,04-Jun-22,RT3,17,21,4
3469,16562,04-Jun-22,RT3,10,18,8
3476,16558,04-Jun-22,RT4,2,3,1
3477,16562,04-Jun-22,RT4,4,6,2
3482,16561,04-Jun-22,RT4,8,10,2
3505,16558,05-Jun-22,RT1,17,19,2
3511,16561,05-Jun-22,RT1,17,18,1
3512,16562,05-Jun-22,RT1,24,31,7
3529,16562,05-Jun-22,RT2,32,43,11
3530,16561,05-Jun-22,RT2,22,24,2
3531,16558,05-Jun-22,RT2,18,22,4
3558,16558,05-Jun-22,RT3,7,8,1
3561,16561,05-Jun-22,RT3,19,21,2
3572,16562,05-Jun-22,RT3,14,18,4
3580,16562,05-Jun-22,RT4,5,6,1
3584,16561,05-Jun-22,RT4,9,10,1
3599,16558,05-Jun-22,RT4,3,3,0
3605,16558,06-Jun-22,RT1,12,19,7
3611,16561,06-Jun-22,RT1,12,18,6
3612,16562,06-Jun-22,RT1,16,31,15
3629,16562,06-Jun-22,RT2,21,43,22
3630,16561,06-Jun-22,RT2,14,24,10
3631,16558,06-Jun-22,RT2,16,22,6
3658,16558,06-Jun-22,RT3,6,8,2
3664,16561,06-Jun-22,RT3,14,21,7
3669,16562,06-Jun-22,RT3,10,18,8
3676,16558,06-Jun-22,RT4,2,3,1
3682,16561,06-Jun-22,RT4,6,10,4
3696,16562,06-Jun-22,RT4,3,6,3
3705,16558,07-Jun-22,RT1,13,19,6
3711,16561,07-Jun-22,RT1,10,18,8
3712,16562,07-Jun-22,RT1,16,31,15
3729,16562,07-Jun-22,RT2,24,43,19
3730,16561,07-Jun-22,RT2,16,24,8
3731,16558,07-Jun-22,RT2,13,22,9
3758,16558,07-Jun-22,RT3,5,8,3
3760,16562,07-Jun-22,RT3,8,18,10
3761,16561,07-Jun-22,RT3,13,21,8
3776,16558,07-Jun-22,RT4,2,3,1
3779,16561,07-Jun-22,RT4,5,10,5
3794,16562,07-Jun-22,RT4,3,6,3
3805,16558,08-Jun-22,RT1,13,19,6
3811,16561,08-Jun-22,RT1,10,18,8
3812,16562,08-Jun-22,RT1,16,31,15
3829,16562,08-Jun-22,RT2,23,43,20
3830,16561,08-Jun-22,RT2,15,24,9
3831,16558,08-Jun-22,RT2,13,22,9
3858,16558,08-Jun-22,RT3,4,8,4
3864,16561,08-Jun-22,RT3,14,21,7
3867,16562,08-Jun-22,RT3,9,18,9
3876,16558,08-Jun-22,RT4,2,3,1
3881,16561,08-Jun-22,RT4,7,10,3
3894,16562,08-Jun-22,RT4,3,6,3
3905,16558,09-Jun-22,RT1,10,19,9
3911,16561,09-Jun-22,RT1,10,18,8
3912,16562,09-Jun-22,RT1,17,31,14
3929,16562,09-Jun-22,RT2,21,43,22
3930,16561,09-Jun-22,RT2,13,24,11
3931,16558,09-Jun-22,RT2,14,22,8
3958,16558,09-Jun-22,RT3,5,8,3
3960,16562,09-Jun-22,RT3,8,18,10
3967,16561,09-Jun-22,RT3,12,21,9
3978,16561,09-Jun-22,RT4,6,10,4
3992,16562,09-Jun-22,RT4,3,6,3
3999,16558,09-Jun-22,RT4,3,3,0
4004,16558,10-Jun-22,RT1,11,19,8
4010,16561,10-Jun-22,RT1,12,18,6
4011,16562,10-Jun-22,RT1,18,31,13
4028,16562,10-Jun-22,RT2,19,43,24
4029,16561,10-Jun-22,RT2,13,24,11
4030,16558,10-Jun-22,RT2,16,22,6
4058,16558,10-Jun-22,RT3,6,8,2
4060,16561,10-Jun-22,RT3,13,21,8
4067,16562,10-Jun-22,RT3,9,18,9
4075,16562,10-Jun-22,RT4,4,6,2
4081,16561,10-Jun-22,RT4,7,10,3
4099,16558,10-Jun-22,RT4,3,3,0
4105,16558,11-Jun-22,RT1,18,19,1
4111,16561,11-Jun-22,RT1,16,18,2
4112,16562,11-Jun-22,RT1,23,31,8
4129,16562,11-Jun-22,RT2,32,43,11
4130,16561,11-Jun-22,RT2,23,24,1
4131,16558,11-Jun-22,RT2,21,22,1
4158,16558,11-Jun-22,RT3,7,8,1
4161,16561,11-Jun-22,RT3,19,21,2
4173,16562,11-Jun-22,RT3,12,18,6
4176,16562,11-Jun-22,RT4,4,6,2
4184,16561,11-Jun-22,RT4,10,10,0
4199,16558,11-Jun-22,RT4,3,3,0
4206,16558,12-Jun-22,RT1,17,19,2
4212,16561,12-Jun-22,RT1,17,18,1
4213,16562,12-Jun-22,RT1,21,31,10
4230,16562,12-Jun-22,RT2,32,43,11
4231,16561,12-Jun-22,RT2,20,24,4
4232,16558,12-Jun-22,RT2,20,22,2
4258,16558,12-Jun-22,RT3,7,8,1
4262,16561,12-Jun-22,RT3,18,21,3
4273,16562,12-Jun-22,RT3,13,18,5
4280,16562,12-Jun-22,RT4,5,6,1
4284,16561,12-Jun-22,RT4,10,10,0
4299,16558,12-Jun-22,RT4,3,3,0
4305,16558,13-Jun-22,RT1,9,19,10
4311,16561,13-Jun-22,RT1,11,18,7
4312,16562,13-Jun-22,RT1,15,31,16
4329,16562,13-Jun-22,RT2,23,43,20
4330,16561,13-Jun-22,RT2,15,24,9
4331,16558,13-Jun-22,RT2,12,22,10
4358,16558,13-Jun-22,RT3,5,8,3
4366,16562,13-Jun-22,RT3,10,18,8
4370,16561,13-Jun-22,RT3,12,21,9
4375,16558,13-Jun-22,RT4,2,3,1
4378,16561,13-Jun-22,RT4,5,10,5
4394,16562,13-Jun-22,RT4,3,6,3
4405,16558,14-Jun-22,RT1,12,19,7
4411,16561,14-Jun-22,RT1,11,18,7
4412,16562,14-Jun-22,RT1,17,31,14
4429,16562,14-Jun-22,RT2,21,43,22
4430,16561,14-Jun-22,RT2,16,24,8
4431,16558,14-Jun-22,RT2,13,22,9
4458,16558,14-Jun-22,RT3,5,8,3
4462,16561,14-Jun-22,RT3,14,21,7
4469,16562,14-Jun-22,RT3,10,18,8
4475,16558,14-Jun-22,RT4,2,3,1
4476,16562,14-Jun-22,RT4,4,6,2
4477,16561,14-Jun-22,RT4,6,10,4
4505,16558,15-Jun-22,RT1,11,19,8
4511,16561,15-Jun-22,RT1,11,18,7
4512,16562,15-Jun-22,RT1,14,31,17
4529,16562,15-Jun-22,RT2,23,43,20
4530,16561,15-Jun-22,RT2,14,24,10
4531,16558,15-Jun-22,RT2,15,22,7
4558,16558,15-Jun-22,RT3,5,8,3
4561,16561,15-Jun-22,RT3,14,21,7
4563,16562,15-Jun-22,RT3,9,18,9
4576,16558,15-Jun-22,RT4,2,3,1
4577,16562,15-Jun-22,RT4,4,6,2
4581,16561,15-Jun-22,RT4,6,10,4
4605,16558,16-Jun-22,RT1,10,19,9
4611,16561,16-Jun-22,RT1,10,18,8
4612,16562,16-Jun-22,RT1,14,31,17
4629,16562,16-Jun-22,RT2,22,43,21
4630,16561,16-Jun-22,RT2,13,24,11
4631,16558,16-Jun-22,RT2,14,22,8
4658,16558,16-Jun-22,RT3,5,8,3
4660,16561,16-Jun-22,RT3,13,21,8
4666,16562,16-Jun-22,RT3,10,18,8
4675,16558,16-Jun-22,RT4,2,3,1
4676,16562,16-Jun-22,RT4,4,6,2
4679,16561,16-Jun-22,RT4,6,10,4
4705,16558,17-Jun-22,RT1,10,19,9
4711,16561,17-Jun-22,RT1,10,18,8
4712,16562,17-Jun-22,RT1,14,31,17
4729,16562,17-Jun-22,RT2,22,43,21
4730,16561,17-Jun-22,RT2,17,24,7
4731,16558,17-Jun-22,RT2,14,22,8
4758,16558,17-Jun-22,RT3,5,8,3
4767,16562,17-Jun-22,RT3,10,18,8
4774,16561,17-Jun-22,RT3,11,21,10
4775,16558,17-Jun-22,RT4,2,3,1
4779,16561,17-Jun-22,RT4,7,10,3
4793,16562,17-Jun-22,RT4,3,6,3
4805,16558,18-Jun-22,RT1,17,19,2
4811,16561,18-Jun-22,RT1,17,18,1
4812,16562,18-Jun-22,RT1,22,31,9
4829,16562,18-Jun-22,RT2,32,43,11
4830,16561,18-Jun-22,RT2,23,24,1
4831,16558,18-Jun-22,RT2,21,22,1
4858,16558,18-Jun-22,RT3,7,8,1
4861,16561,18-Jun-22,RT3,20,21,1
4868,16562,18-Jun-22,RT3,13,18,5
4876,16562,18-Jun-22,RT4,4,6,2
4883,16561,18-Jun-22,RT4,9,10,1
4899,16558,18-Jun-22,RT4,3,3,0
4905,16558,19-Jun-22,RT1,13,19,6
4911,16561,19-Jun-22,RT1,12,18,6
4912,16562,19-Jun-22,RT1,18,31,13
4929,16562,19-Jun-22,RT2,25,43,18
4930,16561,19-Jun-22,RT2,17,24,7
4931,16558,19-Jun-22,RT2,19,22,3
4958,16558,19-Jun-22,RT3,6,8,2
4967,16561,19-Jun-22,RT3,14,21,7
4970,16562,19-Jun-22,RT3,12,18,6
4976,16558,19-Jun-22,RT4,2,3,1
4977,16562,19-Jun-22,RT4,4,6,2
4983,16561,19-Jun-22,RT4,7,10,3
5004,16558,20-Jun-22,RT1,12,19,7
5010,16561,20-Jun-22,RT1,10,18,8
5011,16562,20-Jun-22,RT1,12,31,19
5028,16562,20-Jun-22,RT2,19,43,24
5029,16561,20-Jun-22,RT2,12,24,12
5030,16558,20-Jun-22,RT2,11,22,11
5058,16558,20-Jun-22,RT3,3,8,5
5059,16562,20-Jun-22,RT3,8,18,10
5070,16561,20-Jun-22,RT3,11,21,10
5079,16558,20-Jun-22,RT4,2,3,1
5081,16561,20-Jun-22,RT4,5,10,5
5096,16562,20-Jun-22,RT4,3,6,3
5105,16558,21-Jun-22,RT1,9,19,10
5111,16561,21-Jun-22,RT1,10,18,8
5112,16562,21-Jun-22,RT1,13,31,18
